gene,gene_gencodeV33,gene_id,chromosome,ASD72,ASD185,DD309,DD477,NDD373,NDD664,Satterstrom102,SCZ10,SCZ244,FDR_TADA_ASD,FDR_TADA_DD,FDR_TADA_NDD,p_TADA_ASD,p_TADA_DD,p_TADA_NDD,l10BF_ASD_PTV,l10BF_ASD_misB,l10BF_ASD_misA,l10BF_ASD_DEL,l10BF_ASD_DUP,l10BF_DD_PTV,l10BF_DD_misB,l10BF_DD_misA
SPSB3,SPSB3,ENSG00000162032,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.839337,0.859804943,0.771046659,0.318599605,0.375656283,0.342818694,0.030971601,0,0.038674277,0,0,0,0,0
ADAMTS14,ADAMTS14,ENSG00000138316,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895869363,0.859817401,0.852698631,0.707673046,0.37571362,0.703473096,0,0,0,0,0,0,0,0
ID3,ID3,ENSG00000117318,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895873512,0.859829855,0.852706028,0.707730568,0.375770957,0.703532687,0,0,0,0,0,0,0,0
CEACAM1,CEACAM1,ENSG00000079385,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.865723004,0.859842306,0.807867211,0.438118831,0.375828294,0.455676264,0.022487846,0,0,0,0,0,0,0
POLR2I,POLR2I,ENSG00000105258,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.78854311,0.859854754,0.709116535,0.196235628,0.375885631,0.22921228,0.061259364,0.081579762,0.023430391,0,0,0,0,0
KLHL1,KLHL1,ENSG00000150361,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.89587766,0.859867198,0.852713425,0.70778809,0.375942968,0.703592278,0,0,0,0,0,0,0,0
ZNF740,ZNF740,ENSG00000139651,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895881807,0.859879639,0.85272082,0.707845612,0.376000305,0.70365187,0,0,0,0,0,0,0,0
B2M,B2M,ENSG00000166710,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895885954,0.59285818,0.677505729,0.707903134,0.064371573,0.190988038,0,0,0,0,0,0.215155567,0,0
KLF2,KLF2,ENSG00000127528,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.776170735,0.859892076,0.694478598,0.177271755,0.376057643,0.210322752,0,0.159374704,0.0295469,0,0,0,0,0
HTR1B,HTR1B,ENSG00000135312,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.775259497,0.85990451,0.693328424,0.175983978,0.37611498,0.208930638,0.136233075,0,0.054197268,0,0,0,0,0
JDP2,JDP2,ENSG00000140044,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895890101,0.85991694,0.852728215,0.707960656,0.376172317,0.703711461,0,0,0,0,0,0,0,0
RASA3,RASA3,ENSG00000185989,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.818658101,0.859929367,0.745189324,0.257512735,0.376229654,0.287195716,0.054245893,0,0.054935709,0,0,0,0,0
ZNF850,ZNF850,ENSG00000267041,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.876407291,0.859941791,0.823540495,0.509168533,0.376286991,0.522736327,0,0,0.003722658,0,0,0,0,0
EIF2AK1,EIF2AK1,ENSG00000086232,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833717893,0.859954211,0.764182178,0.299908842,0.376344328,0.326584388,0.080454025,0,0,0,0,0,0,0
ROBO3,ROBO3,ENSG00000154134,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.495955548,0.859966627,0.40436575,0.031771595,0.376401665,0.048168093,0.486892546,0.13230288,0.093071864,0,0,0,0,0
ADAMTS4,ADAMTS4,ENSG00000158859,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.809884914,0.859979041,0.733976306,0.236952247,0.376459002,0.267128295,0.048489273,0,0.078478672,0,0,0,0,0
CROCC,CROCC,ENSG00000058453,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895894246,0.690953133,0.808285254,0.708018178,0.105089971,0.457281013,0,0,0,0,0,0.022043049,0,0
ATM,ATM,ENSG00000149311,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.816113118,0.157614613,0.178830283,0.251276522,0.006145272,0.011778514,0.113694004,0,0,0,0,1.113964524,0,0
PROB1,PROB1,ENSG00000228672,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895898392,0.85999145,0.852735608,0.7080757,0.376516339,0.703771053,0,0,0,0,0,0,0,0
WNT7A,WNT7A,ENSG00000154764,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.792328987,0.860003857,0.713544834,0.20264694,0.376573676,0.235388133,0,0,0.159975561,0,0,0,0,0
TOR4A,TOR4A,ENSG00000198113,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.80504782,0.86001626,0.728063813,0.226665398,0.376631014,0.257349597,0.03950053,0,0.096490991,0,0,0,0,0
CD28,CD28,ENSG00000178562,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895902536,0.860028659,0.852743,0.708133222,0.376688351,0.703830644,0,0,0,0,0,0,0,0
GMIP,GMIP,ENSG00000089639,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.354279417,0.860041056,0.276568026,0.014157953,0.376745688,0.02369806,0,0.879592662,0.106908378,0,0,0,0,0
ASAP3,ASAP3,ENSG00000088280,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833843498,0.860053448,0.764337272,0.300307447,0.376803025,0.326938341,0.080168505,0,0,0,0,0,0,0
LEPROTL1,LEPROTL1,ENSG00000104660,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.866112592,0.860065838,0.808454889,0.440413698,0.376860362,0.457934822,0,0,0.021919887,0,0,0,0,0
LLGL2,LLGL2,ENSG00000073350,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.89590668,0.860078224,0.852750391,0.708190744,0.376917699,0.703890236,0,0,0,0,0,0,0,0
MUC22,MUC22,ENSG00000261272,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895910823,0.860090606,0.85275778,0.708248266,0.376975036,0.703949827,0,0,0,0,0,0,0,0
RBL1,RBL1,ENSG00000080839,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.616690718,0.541777734,0.364475447,0.062096948,0.050716012,0.039141022,0.47972955,0,0.014516595,0,0,0.307613918,0,0
TUFT1,TUFT1,ENSG00000143367,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895914966,0.860102985,0.852765169,0.708305788,0.377032373,0.704009418,0,0,0,0,0,0,0,0
CALU,CALU,ENSG00000128595,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895919107,0.860115361,0.852772557,0.70836331,0.37708971,0.70406901,0,0,0,0,0,0,0,0
IL23A,IL23A,ENSG00000110944,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.828199334,0.860127733,0.757133551,0.283180445,0.377147048,0.311081309,0.091818054,0,0,0,0,0,0,0
TMED8,TMED8,ENSG00000100580,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895923249,0.860140102,0.852779943,0.708420832,0.377204385,0.704128601,0,0,0,0,0,0,0,0
DCLRE1C,DCLRE1C,ENSG00000152457,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.811007406,0.860152468,0.735551872,0.239441328,0.377261722,0.269824136,0.124639426,0,0,0,0,0,0,0
ITK,ITK,ENSG00000113263,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.762427351,0.86016483,0.678475668,0.1592217,0.377319059,0.19202753,0.181888176,0,0.031410722,0,0,0,0,0
MSANTD4,MSANTD4,ENSG00000170903,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895927389,0.860177188,0.852787328,0.708478354,0.377376396,0.704188193,0,0,0,0,0,0,0,0
DNAJC17,DNAJC17,ENSG00000104129,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.772713782,0.646762672,0.622564177,0.172458492,0.083652565,0.142266755,0.173654989,0,0.021225101,0,0,0.114874687,0,0
EPHA8,EPHA8,ENSG00000070886,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.87901924,0.860189544,0.82761028,0.529527364,0.377433733,0.542814672,0,0,0.000253071,0,0,0,0,0
BCL2,BCL2,ENSG00000171791,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895931529,0.860201895,0.852794713,0.708535876,0.37749107,0.704247784,0,0,0,0,0,0,0,0
TCF7,TCF7,ENSG00000081059,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.877617015,0.648240459,0.742922185,0.518426773,0.084274071,0.282966626,0,0,0.001653719,0,0,0.111090589,0,0
ZFP1,ZFP1,ENSG00000184517,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895935669,0.860214244,0.852802096,0.708593398,0.377548407,0.704307376,0,0,0,0,0,0,0,0
SLC36A3,SLC36A3,ENSG00000186334,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.845683536,0.860226589,0.779574466,0.342054205,0.377605744,0.364752553,0.058811259,0,0,0,0,0,0,0
COG4,COG4,ENSG00000103051,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.692932226,0.860238931,0.601137916,0.098388469,0.377663081,0.127490968,0.349093588,0,0,0,0,0,0,0
PLK3,PLK3,ENSG00000173846,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.785670066,0.860251269,0.705972402,0.191572176,0.377720419,0.224963242,0.055492962,0,0.116277373,0,0,0,0,0
THEMIS2,THEMIS2,ENSG00000130775,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895939807,0.860263604,0.852809478,0.70865092,0.377777756,0.704366967,0,0,0,0,0,0,0,0
RRAGA,RRAGA,ENSG00000155876,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.52324676,0.272686905,0.104607032,0.036878235,0.013627204,0.005465954,0.091917813,0.46972561,0.107351294,0,0,0,0.805297776,0
NUF2,NUF2,ENSG00000143228,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.873939986,0.860275935,0.819947447,0.491119274,0.377835093,0.50600285,0,0,0.008472954,0,0,0,0,0
SLC45A4,SLC45A4,ENSG00000022567,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.825432955,0.860288264,0.753400652,0.275337378,0.37789243,0.303309373,0,0,0.096668091,0,0,0,0,0
NAALADL2,NAALADL2,ENSG00000177694,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.763749483,0.860300588,0.67981202,0.160838903,0.377949767,0.193471833,0.211033904,0,0,0,0,0,0,0
ZNF703,ZNF703,ENSG00000183779,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895943946,0.86031291,0.852816858,0.708708442,0.378007104,0.704426558,0,0,0,0,0,0,0,0
PTDSS2,PTDSS2,ENSG00000174915,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.79535182,0.860325228,0.716904526,0.207995088,0.378064441,0.240228944,0.144853886,0,0.009326463,0,0,0,0,0
BCL7B,BCL7B,ENSG00000106635,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.84198748,0.860337542,0.774522164,0.328068687,0.378121778,0.351505814,0,0,0.065287786,0,0,0,0,0
CRHR1,CRHR1,ENSG00000120088,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.294891909,0.860349853,0.221940781,0.009695569,0.378179115,0.016455638,0.026286605,0.273330839,0.813132915,0,0,0,0,0
TRIOBP,TRIOBP,ENSG00000100106,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.802447062,0.860362161,0.725119652,0.221414478,0.378236452,0.252670108,0.141205231,0,0,0,0,0,0,0
ILK,ILK,ENSG00000166333,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833501937,0.426484904,0.472825692,0.29922554,0.029833159,0.067741887,0,0,0.080695266,0,0,0.504742621,0,0
ALDH4A1,ALDH4A1,ENSG00000159423,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.838910463,0.860374466,0.770466667,0.317117013,0.37829379,0.341400908,0.070435662,0,0,0,0,0,0,0
ANXA6,ANXA6,ENSG00000197043,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.785387852,0.860386767,0.705666797,0.191122924,0.378351127,0.224556005,0.172498139,0,0,0,0,0,0,0
HPS6,HPS6,ENSG00000166189,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.483595466,0.860399064,0.392912142,0.029691407,0.378408464,0.045423533,0.433685326,0,0.304142387,0,0,0,0,0
PPIA,PPIA,ENSG00000196262,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.699476518,0.860411359,0.608125347,0.102621214,0.378465801,0.132100884,0,0.25353795,0.08278389,0,0,0,0,0
RELL2,RELL2,ENSG00000164620,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895948083,0.86042365,0.852824238,0.708765964,0.378523138,0.70448615,0,0,0,0,0,0,0,0
LPAR1,LPAR1,ENSG00000198121,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.702385509,0.288527135,0.231263161,0.104579044,0.014906393,0.017582038,0,0.224978482,0.105094036,0,0,0,0.765600225,0
DNAJA4,DNAJA4,ENSG00000140403,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.89595222,0.860435937,0.852831617,0.708823486,0.378580475,0.704545741,0,0,0,0,0,0,0,0
LRFN2,LRFN2,ENSG00000156564,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.66631295,0.860448221,0.572145282,0.083312258,0.378637812,0.1102523,0.242399933,0,0.158090105,0,0,0,0,0
DLK1,DLK1,ENSG00000185559,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895956356,0.860460502,0.852838994,0.708881008,0.378695149,0.704605333,0,0,0,0,0,0,0,0
GPR123,ADGRA1,ENSG00000197177,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.814395394,0.86047278,0.73969254,0.247197235,0.378752486,0.277096579,0.001528186,0,0.115973832,0,0,0,0,0
LTA4H,LTA4H,ENSG00000111144,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.85256601,0.860485054,0.788712281,0.370804056,0.378809823,0.390747186,0,0,0.046158448,0,0,0,0,0
FUT9,FUT9,ENSG00000172461,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.805075299,0.860497324,0.728100149,0.226721881,0.378867161,0.257408113,0.055119318,0.080853067,0,0,0,0,0,0
STK17B,STK17B,ENSG00000081320,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.859938533,0.860509592,0.799421107,0.406241186,0.378924498,0.425087095,0,0,0.033247875,0,0,0,0,0
RGSL1,RGSL1,ENSG00000121446,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.774820296,0.860521856,0.692942809,0.175368215,0.378981835,0.208466701,0.190888496,0,0,0,0,0,0,0
ADPGK,ADPGK,ENSG00000159322,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895960492,0.860534116,0.85284637,0.708938531,0.379039172,0.704664924,0,0,0,0,0,0,0,0
AMER2,AMER2,ENSG00000165566,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895964627,0.860546374,0.852853746,0.708996053,0.379096509,0.704724515,0,0,0,0,0,0,0,0
TMTC1,TMTC1,ENSG00000133687,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895968761,0.860558628,0.85286112,0.709053575,0.379153846,0.704784107,0,0,0,0,0,0,0,0
GRIN2C,GRIN2C,ENSG00000161509,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.709303146,0.701646269,0.618906977,0.109431387,0.11133224,0.139606355,0.085167181,0,0.229922813,0,0,0.000694629,0,0
MYO18B,MYO18B,ENSG00000133454,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895972895,0.860570878,0.852868493,0.709111097,0.379211183,0.704843698,0,0,0,0,0,0,0,0
TAGLN3,TAGLN3,ENSG00000144834,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.72468283,0.860583125,0.637235245,0.121325951,0.37926852,0.153573851,0.277419085,0,0.004369652,0,0,0,0,0
ELK3,ELK3,ENSG00000111145,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.873533251,0.860595369,0.819407238,0.488246105,0.379325857,0.503562094,0,0,0.009091053,0,0,0,0,0
ESRP2,ESRP2,ENSG00000103067,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.549022999,0.86060761,0.455629885,0.042484644,0.379383195,0.062248688,0.023089898,0,0.594628938,0,0,0,0,0
SAMD14,SAMD14,ENSG00000167100,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.691807896,0.860619847,0.60026738,0.097684275,0.379440532,0.126929808,0.344219056,0,0.006375044,0,0,0,0,0
MGAT2,MGAT2,ENSG00000168282,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.87680198,0.860632081,0.82419747,0.512158513,0.379497869,0.525893442,0.003039359,0,0,0,0,0,0,0
TUBGCP4,TUBGCP4,ENSG00000137822,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.603823667,0.265157434,0.140348361,0.057693611,0.013042882,0.008240306,0.321623945,0.188180203,0.009604819,0,0,0,0.598233061,0.225842609
FASLG,FASLG,ENSG00000117560,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895977028,0.860644311,0.852875864,0.709168619,0.379555206,0.70490329,0,0,0,0,0,0,0,0
RHCG,RHCG,ENSG00000140519,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.791971522,0.860656538,0.713175064,0.202028026,0.379612543,0.234863528,0.148690863,0,0.012012542,0,0,0,0,0
ARF3,ARF3,ENSG00000134287,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.147067459,0.47423723,0.035140328,0.002831746,0.037209269,0.001342404,0.034397287,0.585328415,0.8624212,0,0,0,0.428633113,0
ATPAF1,ATPAF1,ENSG00000123472,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.89598116,0.860668762,0.852883235,0.709226141,0.37966988,0.704962881,0,0,0,0,0,0,0,0
CFL1,CFL1,ENSG00000172757,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.722263945,0.860680982,0.634530886,0.119346604,0.379727217,0.151409596,0,0.287322401,0,0,0,0,0,0
L3MBTL2,L3MBTL2,ENSG00000100395,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.395230037,0.281248622,0.061577847,0.018043961,0.014309687,0.002711576,0,0.907288554,0,0,0,0,0.785226351,0
ZKSCAN7,ZKSCAN7,ENSG00000196345,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.73207247,0.8606932,0.645286972,0.127660682,0.379784554,0.16025018,0.269864797,0,0,0,0,0,0,0
FAM46B,TENT5B,ENSG00000158246,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.755085962,0.619479643,0.57435979,0.150647667,0.073132098,0.111471659,0,0,0.228104984,0,0,0.168037099,0,0
PRUNE2,PRUNE2,ENSG00000106772,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895985292,0.860705413,0.852890605,0.709283663,0.379841891,0.705022473,0,0,0,0,0,0,0,0
PAIP2,PAIP2,ENSG00000120727,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.845668942,0.860717624,0.779552532,0.341997097,0.379899228,0.36469339,0,0,0.058829092,0,0,0,0,0
SLC25A27,SLC25A27,ENSG00000153291,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.769029173,0.860729831,0.685647199,0.16753848,0.379956566,0.199949526,0,0,0.200934277,0,0,0,0,0
CILP2,CILP2,ENSG00000160161,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895989423,0.860742034,0.852897973,0.709341185,0.380013903,0.705082064,0,0,0,0,0,0,0,0
DOCK6,DOCK6,ENSG00000130158,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.791284506,0.860754235,0.712307841,0.200846622,0.38007124,0.233639621,0.162065828,0,0,0,0,0,0,0
KIAA0895L,KIAA0895L,ENSG00000196123,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.792555684,0.860766432,0.713749811,0.203040842,0.380128577,0.235679612,0.036678199,0,0.122865342,0,0,0,0,0
MAD2L2,MAD2L2,ENSG00000116670,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.868584743,0.860778626,0.812092605,0.455449977,0.380185914,0.472323012,0,0,0.017190061,0,0,0,0,0
OGFR,OGFR,ENSG00000060491,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.837594883,0.860790816,0.768853047,0.312613149,0.380243251,0.337502819,0,0,0.072957234,0,0,0,0,0
SPEF2,SPEF2,ENSG00000152582,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895993553,0.860803003,0.852905341,0.709398707,0.380300588,0.705141655,0,0,0,0,0,0,0,0
CTC-273B12.7,AC008403.1,ENSG00000268465,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.895997683,0.860815187,0.852912707,0.709456229,0.380357925,0.705201247,0,0,0,0,0,0,0,0
VSTM4,VSTM4,ENSG00000165633,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.829153058,0.625993016,0.660239214,0.285966581,0.07548786,0.173654605,0.090004733,0,0,0,0,0.154243327,0,0
AASDHPPT,AASDHPPT,ENSG00000149313,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.748684508,0.860827367,0.663430486,0.14370395,0.380415262,0.17669959,0.238722966,0,0,0,0,0,0,0
SERTAD4,SERTAD4,ENSG00000082497,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896001813,0.860839544,0.852920072,0.709513751,0.380472599,0.705260838,0,0,0,0,0,0,0,0
MTG1,MTG1,ENSG00000148824,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896005941,0.860851718,0.852927436,0.709571273,0.380529937,0.70532043,0,0,0,0,0,0,0,0
ATG4D,ATG4D,ENSG00000130734,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.781776316,0.860863888,0.701398583,0.185510445,0.380587274,0.21897405,0,0,0.178651131,0,0,0,0,0
ATG3,ATG3,ENSG00000144848,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.356602606,0.860876055,0.277415933,0.014358754,0.380644611,0.023822919,0.983767165,0,0,0,0,0,0,0
TSPAN18,TSPAN18,ENSG00000157570,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.812783112,0.860888219,0.73777464,0.243459753,0.380701948,0.273693932,0.120818184,0,0,0,0,0,0,0
SOWAHB,SOWAHB,ENSG00000186212,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.819178358,0.86090038,0.745903504,0.258817203,0.380759285,0.288547106,0.108096553,0,0,0,0,0,0,0
ARPC5L,ARPC5L,ENSG00000136950,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.875520506,0.860912537,0.822232365,0.502556918,0.380816622,0.51654201,0,0,0.005337129,0,0,0,0,0
VLDLR,VLDLR,ENSG00000147852,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.896010069,0.860924691,0.852934799,0.709628795,0.380873959,0.705380021,0,0,0,0,0,0,0,0
SHKBP1,SHKBP1,ENSG00000160410,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.867974614,0.860936841,0.81114774,0.451661392,0.380931296,0.46851705,0,0,0.018278648,0,0,0,0,0
PDHX,PDHX,ENSG00000110435,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.854380623,0.860948988,0.791241484,0.379042735,0.380988633,0.398452485,0.042933738,0,0,0,0,0,0,0
HOXB1,HOXB1,ENSG00000120094,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.780511831,0.860961132,0.699668583,0.183603565,0.381045971,0.216766181,0,0,0.181253983,0,0,0,0,0
