gene,gene_gencodeV33,gene_id,chromosome,ASD72,ASD185,DD309,DD477,NDD373,NDD664,Satterstrom102,SCZ10,SCZ244,FDR_TADA_ASD,FDR_TADA_DD,FDR_TADA_NDD,p_TADA_ASD,p_TADA_DD,p_TADA_NDD,l10BF_ASD_PTV,l10BF_ASD_misB,l10BF_ASD_misA,l10BF_ASD_DEL,l10BF_ASD_DUP,l10BF_DD_PTV,l10BF_DD_misB,l10BF_DD_misA
ATP2B1,ATP2B1,ENSG00000070961,12,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,0.759016241,0.027726001,0.023026128,0.155154402,0.000722908,0.000804519,0.145820524,0,0.075078235,0,0,1.536996482,0.317065651,0
EIF4G2,EIF4G2,ENSG00000110321,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.494025627,0.705459918,0.402550288,0.03143857,0.113683058,0.047724575,0.717814126,0,0,0,0,0,0,0
ZNF462,ZNF462,ENSG00000148143,9,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.017259923,0.006085928,1.45E-05,0.000136905,0.000131866,2.47E-07,2.39570169,0,0,0,0,2.435845678,0,0
WDR26,WDR26,ENSG00000162923,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.193981354,0,0,0.004498517,0,0,0.813593626,0.52657675,0.018544255,0,0,14.7363673,2.575669797,0
TRIM33,TRIM33,ENSG00000197323,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.761365411,0.705551472,0.677180952,0.157939623,0.113740395,0.190641615,0.105737574,0,0.110194412,0,0,0,0,0
STXBP1,STXBP1,ENSG00000136854,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,8.15E-08,0,0,1.18E-10,0,0,3.127286062,4.062717559,0,0,0,48.39365009,45.2985961,10.54567587
TOPBP1,TOPBP1,ENSG00000163781,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.819065592,0.705642957,0.745810618,0.258533605,0.113797732,0.288370824,0.099112458,0,0.009206639,0,0,0,0,0
NF2,NF2,ENSG00000186575,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.865310248,0.638332139,0.716263978,0.435709394,0.080212043,0.239295427,0.00827967,0,0.014790774,0,0,0.131859148,0,0
TET3,TET3,ENSG00000187605,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.44820297,0.705734374,0.358109744,0.024397483,0.113855069,0.037828433,0.815142471,0,0,0,0,0,0,0
MN1,MN1,ENSG00000169184,22,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.888554921,1.19E-17,4.00E-18,0.618341334,7.37E-20,2.79E-20,0,0,0,0,0,16.7754396,0,0
SUPT6H,SUPT6H,ENSG00000109111,17,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.29653942,0.184537227,0.018187284,0.009803602,0.007640473,0.000608072,0,0.959036174,0.153034695,0,0,0,0,1.023866591
RP11-762I7.5,AC023055.1,ENSG00000257390,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.888560267,0.705825722,0.843143987,0.618398856,0.113912407,0.633393586,0,0,0,0,0,0,0,0
MYT1L,MYT1L,ENSG00000186487,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.00208452,2.24E-18,0,1.03E-05,1.34E-20,0,2.667454625,0.31170166,0,0,0.161094811,11.94941613,3.08236711,2.10701089
UBP1,UBP1,ENSG00000153560,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.888565612,0.705917003,0.843152909,0.618456378,0.113969744,0.633453178,0,0,0,0,0,0,0,0
PLCL2,PLCL2,ENSG00000154822,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.605698801,0.706008214,0.511140282,0.058312872,0.114027081,0.081695787,0.20284928,0,0.313253967,0,0,0,0,0
SPTBN1,SPTBN1,ENSG00000115306,2,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.230081441,7.26E-05,3.51E-06,0.006087986,1.13E-06,5.55E-08,0.738272108,0.516155097,0,0,0,1.309391137,1.595118044,1.284138028
MYH9,MYH9,ENSG00000100345,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.577956071,0.706099358,0.482681111,0.049867809,0.114084418,0.071091638,0.018066575,0.319873311,0.229177235,0,0,0,0,0
ZDHHC5,ZDHHC5,ENSG00000156599,11,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.823074431,0.031603176,0.034635143,0.268919099,0.000841166,0.00131876,0,0.075271934,0.025505302,0,0,0,1.81442239,0
LUC7L3,LUC7L3,ENSG00000108848,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.888570956,0.706190434,0.843161829,0.6185139,0.114141755,0.633512769,0,0,0,0,0,0,0,0
COPB2,COPB2,ENSG00000184432,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.658987504,0.291304108,0.196100285,0.07968303,0.01513777,0.013555637,0.343168845,0.040640908,0.030401625,0,0,0.75979276,0,0
DNAJC14,DNAJC14,ENSG00000135392,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.83951652,0.706281442,0.771239199,0.319226904,0.114199092,0.343291325,0,0,0.069323506,0,0,0,0,0
RNF17,RNF17,ENSG00000132972,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.876854822,0.706372381,0.824283762,0.512561031,0.114256429,0.526310441,0,0,0.002851233,0,0,0,0,0
ANK3,ANK3,ENSG00000151150,10,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.611806422,0.009792275,0.003043054,0.060382659,0.000223402,8.00E-05,0.328187385,0,0.173533521,0,0,1.413075753,0.848254528,0
TM9SF3,TM9SF3,ENSG00000077147,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.781257931,0.29295899,0.296501452,0.184725169,0.015276811,0.026745199,0,0,0.179439641,0,0,0,0.758420739,0
MGA,MGA,ENSG00000174197,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.888576299,0.58276315,0.665501263,0.618571422,0.061376152,0.178712215,0,0,0,0,0,0.235485716,0,0
ANKRD52,ANKRD52,ENSG00000139645,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.546881749,0.706463253,0.453947017,0.041987815,0.114313766,0.061734022,0,0.430208912,0.189711827,0,0,0,0,0
SATB2,SATB2,ENSG00000119042,2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6.61E-07,0,0,1.12E-09,0,0,2.220982673,4.27523036,0,0,0,62.48100534,42.14222816,0.303429563
USP34,USP34,ENSG00000115464,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.888581641,0.706554057,0.843170748,0.618628944,0.114371103,0.63357236,0,0,0,0,0,0,0,0
MAP3K2,MAP3K2,ENSG00000169967,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.888586982,0.641142437,0.733006086,0.618686466,0.081339103,0.26548775,0,0,0,0,0,0,0,0.128624832
PREX1,PREX1,ENSG00000124126,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.731325203,0.706644794,0.644480177,0.126998995,0.11442844,0.159564699,0,0,0.271092495,0,0,0,0,0
CYFIP2,CYFIP2,ENSG00000055163,5,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.024587837,0.515039242,0.005464431,0.000217362,0.044855819,0.000153219,0.928477541,1.287038423,0.013589166,0,0,0,0.347355673,0
ZNF407,ZNF407,ENSG00000215421,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.708924502,0.706735463,0.619064226,0.109158345,0.114485778,0.139719491,0.315752604,0,0,0,0,0,0,0
KPNB1,KPNB1,ENSG00000108424,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.810448381,0.706826064,0.734801146,0.238196692,0.114543115,0.268534712,0,0,0.126088139,0,0,0,0,0
ETV5,ETV5,ENSG00000244405,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.836473149,0.706916598,0.767662535,0.308851717,0.114600452,0.334668839,0,0.046070554,0.029539566,0,0,0,0,0
CUL2,CUL2,ENSG00000108094,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.829403753,0.568875077,0.600092735,0.286705903,0.057510065,0.126817593,0,0,0.089192575,0,0,0,0.261559223,0
HNRNPM,HNRNPM,ENSG00000099783,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.775458406,0.644590535,0.622410126,0.176263899,0.082749153,0.142153467,0.005829681,0.183850064,0.000338056,0,0,0.119790746,0,0
PIAS1,PIAS1,ENSG00000033800,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.872136446,0.707007064,0.817230249,0.478593737,0.114657789,0.493919621,0,0,0.011075153,0,0,0,0,0
DAAM2,DAAM2,ENSG00000146122,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.888592322,0.261640697,0.348553851,0.618743988,0.012775149,0.035922585,0,0,0,0,0,0.831665617,0,0
EFTUD2,EFTUD2,ENSG00000108883,17,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.032046306,0,0,0.000308522,0,0,1.413437611,0.491320835,0.181542994,0,0,47.99998344,4.362694148,2.456563752
YTHDC1,YTHDC1,ENSG00000083896,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.734768379,0.707097463,0.648210596,0.130088355,0.114715126,0.162765307,0,0.265069601,0,0,0,0,0,0
NCBP1,NCBP1,ENSG00000136937,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.580486611,0.707187795,0.485533555,0.050578226,0.114772463,0.072090433,0.554704366,0,0.008564376,0,0,0,0,0
TCF20,TCF20,ENSG00000100207,22,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.000809854,0,0,3.43E-06,0,0,3.401964303,0,0,0,0.163960364,40.84535009,0,0
DLL1,DLL1,ENSG00000198719,6,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.000208116,0.007116376,3.32E-07,7.06E-07,0.00015677,4.73E-09,0.897205429,0,0.058615794,2.340148963,0.788490117,2.391329406,0,0
UBR4,UBR4,ENSG00000127481,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.243125618,0.70727806,0.184161456,0.006727559,0.1148298,0.01231448,0,0.174752357,0.928941598,0.109807004,0,0,0,0
STAT3,STAT3,ENSG00000168610,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.819470694,0.331814423,0.370739404,0.259554607,0.018784959,0.040464868,0,0,0.107432508,0,0,0,0.678087921,0
IGF2BP3,IGF2BP3,ENSG00000136231,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.864563625,0.707368258,0.806218798,0.431407279,0.114887137,0.449436383,0,0,0.024325059,0,0,0,0,0
NSD1,NSD1,ENSG00000165671,5,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.052141265,0,0,0.000596697,0,0,0.00769591,1.896610632,0.037897749,0,0,34.71128692,11.32431978,0.03762241
SRCAP,SRCAP,ENSG00000080603,16,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.180204865,0,0,0.003960807,0,0,1.395071711,0,0,0,0,26.12597679,0,0
ZNF777,ZNF777,ENSG00000196453,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.723748003,0.707458389,0.636527745,0.120555926,0.114944474,0.153004064,0.243341558,0,0.040049191,0,0,0,0,0
HNRNPK,HNRNPK,ENSG00000165119,9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.86584999,1.97E-11,1.72E-11,0.438864643,1.63E-13,1.68E-13,0,0.02233376,0,0,0,7.521215494,2.989627443,0
SCAF8,SCAF8,ENSG00000213079,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.888597662,0.707548452,0.843179665,0.61880151,0.115001811,0.633631952,0,0,0,0,0,0,0,0
ARID2,ARID2,ENSG00000189079,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.159992167,0,0,0.003245295,0,0,0,1.41243485,0.022692482,0,0,28.48545886,0,0
CCT3,CCT3,ENSG00000163468,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.768815128,0.643769332,0.614446148,0.167259091,0.082410604,0.136441729,0.201191764,0,0,0,0,0.123737023,0,0
COL5A2,COL5A2,ENSG00000204262,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.888603,0.707638449,0.843188581,0.618859032,0.115059149,0.633691543,0,0,0,0,0,0,0,0
PHC3,PHC3,ENSG00000173889,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833085832,0.707728379,0.763376828,0.297915972,0.115116486,0.324755777,0,0,0.081522595,0,0,0,0,0
GATAD2B,GATAD2B,ENSG00000143614,1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.1124491,0,0,0.001851977,0,0,0.794111909,0.618658881,0.186286627,0,0,65.85573292,2.140741655,0
FBXO11,FBXO11,ENSG00000138081,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.010729001,3.33E-18,0,7.41E-05,2.01E-20,0,0.691423215,0.898192654,0.008404794,0.449206474,0.509338345,5.29318136,11.84117016,0
NOTCH1,NOTCH1,ENSG00000148400,9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.082315173,5.32E-05,7.23E-07,0.001156321,8.10E-07,1.07E-08,0,1.481865969,0.287034131,0,0,2.638238219,0,1.687164556
COL3A1,COL3A1,ENSG00000168542,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.853607158,0.707818243,0.790141868,0.37549509,0.115173823,0.395073601,0,0,0.044222815,0,0,0,0,0
PPP3CB,PPP3CB,ENSG00000107758,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.841012011,0.707908039,0.77309588,0.324531392,0.11523116,0.347900344,0,0.024910659,0.041949454,0,0,0,0,0
ILF3,ILF3,ENSG00000129351,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.37280671,0.707997769,0.292140495,0.015823856,0.115288497,0.026058624,0.815712099,0,0.000221958,0,0.134161208,0,0,0
PLEKHA5,PLEKHA5,ENSG00000052126,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.688640004,0.624923895,0.513672236,0.095735879,0.075094916,0.082712679,0.187368835,0.169116123,0,0,0,0.155606889,0,0
ZNF521,ZNF521,ENSG00000198795,18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.743974263,0.347866356,0.311199271,0.138880743,0.020386553,0.029144627,0,0.08993687,0.157668807,0,0,0.655757032,0,0
TAB2,TAB2,ENSG00000055208,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.850565391,2.52E-06,1.81E-06,0.362054232,3.23E-08,2.77E-08,0,0,0.049774399,0,0,5.624663571,0,0
CTNND2,CTNND2,ENSG00000169862,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.779985751,0.488958871,0.475790207,0.182818624,0.039810389,0.068733675,0,0,0.181910956,0,0,0.399564818,0,0
DDX5,DDX5,ENSG00000108654,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.888608337,0.532972661,0.616131836,0.618916554,0.048701569,0.137627668,0,0,0,0,0,0.321188342,0,0
ACTN4,ACTN4,ENSG00000130402,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.888613674,0.708087433,0.843197495,0.618974076,0.115345834,0.633751135,0,0,0,0,0,0,0,0
UPF2,UPF2,ENSG00000151461,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.726070983,0.70817703,0.638851556,0.122481582,0.115403171,0.154885079,0.279214496,0,0,0,0,0,0,0
CARM1,CARM1,ENSG00000142453,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.846249776,0.708266561,0.780317073,0.344281593,0.115460508,0.366764226,0.057586174,0,0,0,0,0,0,0
PAXIP1,PAXIP1,ENSG00000157212,7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.551347732,0.708356026,0.457800663,0.04303176,0.115517845,0.062918581,0.552595435,0,0.061276292,0,0,0,0,0
BPTF,BPTF,ENSG00000171634,17,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.57958729,0.041277502,0.013484174,0.050324399,0.001148488,0.000428837,0,0.312855552,0.251364744,0,0,1.691579819,0,0
EP300,EP300,ENSG00000100393,22,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.601449262,0,0,0.056920482,0,0,0.523950117,0,0,0,0,38.85539974,0,0
FBXL19,FBXL19,ENSG00000099364,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.713903012,0.398203486,0.33063,0.112821097,0.026100392,0.032540583,0,0.220044323,0.086017426,0,0,0.070213419,0.492192507,0
CREBRF,CREBRF,ENSG00000164463,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.78647637,0.708445424,0.706928249,0.192864057,0.115575183,0.226243399,0,0.106260528,0.063645957,0,0,0,0,0
HDAC2,HDAC2,ENSG00000196591,6,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.601926387,0.000120738,3.25E-05,0.057074976,1.93E-06,5.78E-07,0,0.523393238,0,0,0,1.280193604,2.720419928,0
SP1,SP1,ENSG00000185591,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.640296418,0.555981559,0.39374375,0.071258582,0.054159676,0.045618468,0.341478021,0,0.110182457,0,0,0.284204207,0,0
MAPK8IP2,MAPK8IP2,ENSG00000008735,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.88861901,0.708534757,0.843206408,0.619031598,0.11563252,0.633810726,0,0,0,0,0,0,0,0
AP2A1,AP2A1,ENSG00000196961,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.82475309,0.708624023,0.752648787,0.27346263,0.115689857,0.301779169,0,0,0.097505921,0,0,0,0,0
ARCN1,ARCN1,ENSG00000095139,11,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,0.761272544,0.013639654,0.010988728,0.157828169,0.000322702,0.000338446,0,0.09547571,0.12067121,0,0,2.105030279,0,0
SPTAN1,SPTAN1,ENSG00000197694,9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.785175588,2.84E-08,2.34E-08,0.190786018,3.01E-10,2.95E-10,0,0,0.172813434,0,0,0.052340891,0,7.487891235
RPTOR,RPTOR,ENSG00000141564,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.797415485,0.708713223,0.719471672,0.211769732,0.115747194,0.244022682,0,0,0.150575412,0,0,0,0,0
CAND1,CAND1,ENSG00000111530,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.722805797,0.708802358,0.635246854,0.119786264,0.115804531,0.151978915,0,0.210532993,0.075451015,0,0,0,0,0
COPS2,COPS2,ENSG00000166200,15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.799870033,0.667416242,0.677559786,0.216392989,0.09288984,0.191045778,0,0,0.144792663,0,0,0,0.070328625,0
SALL4,SALL4,ENSG00000101115,20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.776955223,0.708891426,0.695429211,0.178391811,0.115861868,0.211483099,0,0,0.187752758,0,0,0,0,0
CACNA1C,CACNA1C,ENSG00000151067,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,0.838729043,1.30E-13,1.14E-13,0.316489803,9.73E-16,9.88E-16,0,0,0.070715879,0,0,3.54476132,8.977084923,0
ARID1B,ARID1B,ENSG00000049618,6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,3.02E-12,0,0,2.38E-15,0,0,8.210851862,0.95301711,1.503970899,1.029773018,0,246.764876,0,0.837246418
PSMD2,PSMD2,ENSG00000175166,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.814900674,0.334791935,0.369182037,0.248386783,0.019074762,0.040132781,0,0.116588977,0,0,0,0,0.672238072,0
PSMD3,PSMD3,ENSG00000108344,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.870207248,0.708980429,0.814388375,0.465785062,0.115919205,0.481780743,0.014144346,0,0,0,0,0,0,0
KMT2D,KMT2D,ENSG00000167548,12,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.716850526,0,0,0.115066508,0,0,0,0,0.298673413,0,0,58.67011681,1.654867812,2.388038157
UBAP2L,UBAP2L,ENSG00000143569,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.562967198,0.426114018,0.230032552,0.04588162,0.029781497,0.017430761,0.586398115,0,0.007164865,0,0,0.505126399,0,0
ZNF148,ZNF148,ENSG00000163848,3,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.79811155,9.30E-06,5.97E-06,0.213066067,1.27E-07,9.69E-08,0,0.149008053,0,0,0,5.030618772,0,0.033851242
RRM1,RRM1,ENSG00000167325,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.863188757,0.709069366,0.804045498,0.423665373,0.115976542,0.441415989,0,0,0.027054465,0,0,0,0,0
PPP2R5E,PPP2R5E,ENSG00000154001,14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.866623639,0.709158237,0.809175375,0.443454665,0.116033879,0.460728544,0,0,0.020863088,0,0,0,0,0
RFX3,RFX3,ENSG00000080298,9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2.84E-07,0.000416586,5.57E-11,4.47E-10,7.37E-06,5.69E-13,4.140906333,1.897850804,0,0,0.648228007,0.804208691,2.740569631,0
BIRC6,BIRC6,ENSG00000115760,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.674963159,0.709247043,0.581051132,0.087867673,0.116091216,0.115248782,0,0.369204245,0.015523703,0,0,0,0,0
LMNB2,LMNB2,ENSG00000176619,19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.842715824,0.144838227,0.181166479,0.330750699,0.005481039,0.012011935,0.025840016,0,0.038408141,0,0,0,1.157017033,0
CLTC,CLTC,ENSG00000141367,17,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,0.196006071,0,0,0.004581075,0,0,1.166688386,0,0.112996588,0,0.07747517,12.60130363,6.004242126,0
COPA,COPA,ENSG00000122218,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.644004339,0.709335784,0.549045271,0.072841061,0.116148554,0.098361804,0,0.266649673,0.17836628,0,0,0,0,0
COL1A1,COL1A1,ENSG00000108821,17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.860357013,0.28963944,0.366721367,0.408418458,0.014998821,0.039612248,0,0,0.032431587,0,0,0.763871331,0,0
DHX15,DHX15,ENSG00000109606,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.644614019,0.709424459,0.549835708,0.073105175,0.116205891,0.098744841,0,0.399494681,0.043725037,0,0,0,0,0
DHX9,DHX9,ENSG00000135829,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.845434877,0.709513069,0.779222848,0.341083389,0.116263228,0.363805972,0,0,0.059191492,0,0,0,0,0
MAP2,MAP2,ENSG00000078018,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.550716193,0.056781281,0.01557663,0.042882432,0.001675815,0.000507109,0,0.615757757,0,0,0,1.579240155,0,0
AGO2,AGO2,ENSG00000123908,8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.840868982,0.076199603,0.093444771,0.324017972,0.002400686,0.004689269,0,0,0.067124675,0,0,0,1.459554793,0
ANK2,ANK2,ENSG00000145362,4,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,8.13E-06,0.133368078,1.52E-07,1.82E-08,0.00491014,2.08E-09,4.635371604,0,0.944882293,0,0,1.207139501,0,0
RALGAPB,RALGAPB,ENSG00000170471,20,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0.029564471,0.709601613,0.01799217,0.000277468,0.116320565,0.00060042,1.78211419,0,0.278450859,0,0.077440794,0,0,0
IPO7,IPO7,ENSG00000205339,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.833915156,0.593585226,0.630758123,0.300535227,0.064593818,0.148451917,0,0,0.080091126,0,0,0,0,0.214288513
PRPF19,PRPF19,ENSG00000110107,11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0.512110499,0.359913269,0.144485248,0.034697994,0.021657342,0.008591955,0,0.684480226,0,0,0,0,0.645279846,0
